tipo_propiedad,localidad,sup_total,sup_cubierta,precio_m2,ambientes,ratio_sup,amenities,cochera,precio_m2_Media,precio_m2_Mediana,ratio_price_Media,ratio_price_Mediana,sup_cub_exp2,sup_ambientes,pond
apartment,Recoleta,61.0,61.0,3850.0,2.0,1.0,0,0,3546.9,3310.0,1.2259235451642472,1.2214022140221403,3721.0,30.5,297193.2572311059
apartment,Palermo,43.0,37.0,4190.0,1.0,1.162162162162162,0,0,3651.1,3380.0,1.261938440821332,1.2472324723247232,1369.0,37.0,316449.97912540694
apartment,Palermo,75.0,51.0,4800.0,1.0,1.4705882352941178,0,0,3651.1,3380.0,1.261938440821332,1.2472324723247232,2601.0,51.0,316449.97912540694
apartment,Almagro,38.0,32.0,2450.0,1.0,1.1875,0,0,2452.5,2360.0,0.847663451046073,0.8708487084870848,1024.0,32.0,107718.6692289618
apartment,Colegiales,31.0,31.0,3160.0,2.0,1.0,0,0,2920.5,2800.0,1.009419412346608,1.033210332103321,961.0,15.5,179899.13060991582
PH,Belgrano,52.0,52.0,2920.0,2.0,1.2853536483674135,0,0,2948.7,2920.0,1.019166245912153,1.0774907749077491,2704.0,26.0,204034.46091101342
PH,Belgrano,52.0,52.0,2920.0,3.0,1.2853536483674135,0,0,2948.7,2920.0,1.019166245912153,1.0774907749077491,2704.0,17.333333333333332,204034.46091101342
PH,Belgrano,52.0,52.0,2920.0,3.0,1.2853536483674135,0,0,2948.7,2920.0,1.019166245912153,1.0774907749077491,2704.0,17.333333333333332,204034.46091101342
PH,Coghlan,52.0,52.0,2920.0,2.0,1.25876451474931,0,0,2883.0,2805.0,0.9964581974988087,1.0350553505535056,2704.0,26.0,180864.59795068405
PH,Coghlan,52.0,52.0,2920.0,3.0,1.25876451474931,0,0,2883.0,2805.0,0.9964581974988087,1.0350553505535056,2704.0,17.333333333333332,180864.59795068405
apartment,San Cristobal,70.0,65.0,1770.0,4.0,1.0769230769230769,0,0,2399.8,2165.0,0.8294486237799658,0.7988929889298892,4225.0,16.25,83162.71755895499
apartment,Barrio Norte,29.0,29.0,3450.0,2.0,1.0,0,0,3329.3,3050.0,1.1507139358074172,1.1254612546125462,841.0,14.5,232516.8809503079
apartment,Colegiales,53.0,49.0,3780.0,2.0,1.0816326530612246,0,0,2920.5,2800.0,1.009419412346608,1.033210332103321,2401.0,24.5,179899.13060991582
apartment,Flores,50.0,45.0,2220.0,2.0,1.1111111111111112,0,0,2273.3,2270.0,0.7857261256933895,0.8376383763837638,2025.0,22.5,95858.92230193263
apartment,Flores,50.0,45.0,2330.0,2.0,1.1111111111111112,0,0,2273.3,2270.0,0.7857261256933895,0.8376383763837638,2025.0,22.5,95858.92230193263
apartment,Barrio Norte,104.0,102.0,2840.0,3.0,1.0196078431372548,0,0,3329.3,3050.0,1.1507139358074172,1.1254612546125462,10404.0,34.0,232516.8809503079
apartment,Flores,51.0,51.0,1670.0,3.0,1.0,0,0,2273.3,2270.0,0.7857261256933895,0.8376383763837638,2601.0,17.0,95858.92230193263
PH,Almagro,228.0,167.0,1730.0,4.0,1.3228168131311444,0,0,2195.3,2185.0,0.758766798809967,0.8062730627306273,27889.0,41.75,85488.81446505709
PH,Almagro,228.0,167.0,1730.0,5.0,1.3228168131311444,0,0,2195.3,2185.0,0.758766798809967,0.8062730627306273,27889.0,33.4,85488.81446505709
PH,Almagro,228.0,167.0,1730.0,6.0,1.3228168131311444,0,0,2195.3,2185.0,0.758766798809967,0.8062730627306273,27889.0,27.833333333333332,85488.81446505709
PH,Boedo,228.0,167.0,1730.0,6.0,1.4055528029294353,0,0,2020.4,1835.0,0.6983156927598312,0.6771217712177122,27889.0,27.833333333333332,50636.441320824124
PH,Boedo,228.0,167.0,1730.0,5.0,1.4055528029294353,0,0,2020.4,1835.0,0.6983156927598312,0.6771217712177122,27889.0,33.4,50636.441320824124
PH,Boedo,228.0,167.0,1730.0,4.0,1.4055528029294353,0,0,2020.4,1835.0,0.6983156927598312,0.6771217712177122,27889.0,41.75,50636.441320824124
PH,Balvanera,228.0,167.0,1730.0,6.0,1.234902504259906,0,0,1692.5,1720.0,0.5849828301306742,0.6346863468634686,27889.0,27.833333333333332,41700.40868047398
PH,Balvanera,228.0,167.0,1730.0,5.0,1.234902504259906,0,0,1692.5,1720.0,0.5849828301306742,0.6346863468634686,27889.0,33.4,41700.40868047398
PH,Balvanera,228.0,167.0,1730.0,4.0,1.234902504259906,0,0,1692.5,1720.0,0.5849828301306742,0.6346863468634686,27889.0,41.75,41700.40868047398
apartment,Balvanera,228.0,167.0,1730.0,4.0,1.3652694610778444,0,0,2067.0,1950.0,0.7144221624106963,0.7195571955719557,27889.0,41.75,60765.74189509834
apartment,Balvanera,228.0,167.0,1730.0,5.0,1.3652694610778444,0,0,2067.0,1950.0,0.7144221624106963,0.7195571955719557,27889.0,33.4,60765.74189509834
apartment,Boedo,228.0,167.0,1730.0,4.0,1.3652694610778444,0,0,2582.0,2110.0,0.8924228463204732,0.7785977859778598,27889.0,41.75,76984.33035302188
apartment,Boedo,228.0,167.0,1730.0,5.0,1.3652694610778444,0,0,2582.0,2110.0,0.8924228463204732,0.7785977859778598,27889.0,33.4,76984.33035302188
apartment,Boedo,228.0,167.0,1730.0,6.0,1.3652694610778444,0,0,2582.0,2110.0,0.8924228463204732,0.7785977859778598,27889.0,27.833333333333332,76984.33035302188
apartment,Almagro,228.0,167.0,1730.0,6.0,1.3652694610778444,0,0,2452.5,2360.0,0.847663451046073,0.8708487084870848,27889.0,27.833333333333332,107718.6692289618
apartment,Almagro,228.0,167.0,1730.0,5.0,1.3652694610778444,0,0,2452.5,2360.0,0.847663451046073,0.8708487084870848,27889.0,33.4,107718.6692289618
apartment,Almagro,228.0,167.0,1730.0,4.0,1.3652694610778444,0,0,2452.5,2360.0,0.847663451046073,0.8708487084870848,27889.0,41.75,107718.6692289618
apartment,Caballito,71.0,62.0,2550.0,3.0,1.1451612903225807,0,0,2757.4,2700.0,0.9530467685685797,0.996309963099631,3844.0,20.666666666666668,161304.4181757913
apartment,Belgrano,304.0,185.0,3160.0,4.0,1.6432432432432433,0,0,3525.1,3340.0,1.2183887589327265,1.2324723247232472,34225.0,46.25,305347.5016573796
